report_id,report_name,topic,json_path,file_path,pages,text_length
UN_WFP_India_Quarterly_Bulletins,UN_WFP_India_Quarterly_Bulletins.pdf,Sustainable_development_goals,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/UN_WFP_India_Quarterly_Bulletins.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Sustainable_development_goals/UN_WFP_India_Quarterly_Bulletins.pdf,4,9561
2022_Western_Africa_Annual_Achievements,2022_Western_Africa_Annual_Achievements.pdf,Sustainable_development_goals,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2022_Western_Africa_Annual_Achievements.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Sustainable_development_goals/2022_Western_Africa_Annual_Achievements.pdf,64,159401
Corporate_Results_Framework_2022_2025,Corporate_Results_Framework_2022_2025.pdf,Sustainable_development_goals,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Corporate_Results_Framework_2022_2025.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Sustainable_development_goals/Corporate_Results_Framework_2022_2025.pdf,51,121709
Annual_country_reports_-_Rwanda_-_2024_RW01,Annual_country_reports_-_Rwanda_-_2024_RW01.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Rwanda_-_2024_RW01.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Rwanda_-_2024_RW01.pdf,85,215862
WFP_in_Asia_and_the_Pacific_2024_Year_in_Review,WFP_in_Asia_and_the_Pacific_2024_Year_in_Review.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_in_Asia_and_the_Pacific_2024_Year_in_Review.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/WFP_in_Asia_and_the_Pacific_2024_Year_in_Review.pdf,7,15124
Annual_country_reports_-_Nigeria_-_2024_NG02,Annual_country_reports_-_Nigeria_-_2024_NG02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Nigeria_-_2024_NG02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Nigeria_-_2024_NG02.pdf,87,214803
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,Sustainable_Healthy_Diets_in_Cambodia_Evidence_for.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Sustainable_Healthy_Diets_in_Cambodia_Evidence_for.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Sustainable_Healthy_Diets_in_Cambodia_Evidence_for.pdf,8,22204
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03.pdf,50,108110
Annual_country_reports_-_Nicaragua_-_2024_NI02,Annual_country_reports_-_Nicaragua_-_2024_NI02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Nicaragua_-_2024_NI02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Nicaragua_-_2024_NI02.pdf,71,162752
Annual_country_reports_-_Nicaragua_-_2024_NI03,Annual_country_reports_-_Nicaragua_-_2024_NI03.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Nicaragua_-_2024_NI03.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Nicaragua_-_2024_NI03.pdf,63,142059
Annual_country_reports_-_Mauritania_-_2024_MR03,Annual_country_reports_-_Mauritania_-_2024_MR03.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Mauritania_-_2024_MR03.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Mauritania_-_2024_MR03.pdf,91,233369
Annual_country_reports_-_Senegal_-_2024_SN02,Annual_country_reports_-_Senegal_-_2024_SN02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Senegal_-_2024_SN02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Senegal_-_2024_SN02.pdf,82,184083
Annual_country_reports_-_Mauritania_-_2024_MR02,Annual_country_reports_-_Mauritania_-_2024_MR02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Mauritania_-_2024_MR02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Mauritania_-_2024_MR02.pdf,74,152112
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02.pdf,46,97226
Annual_country_reports_-_Senegal_-_2023_SN02,Annual_country_reports_-_Senegal_-_2023_SN02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Senegal_-_2023_SN02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Senegal_-_2023_SN02.pdf,72,165943
Annual_country_reports_-_Rwanda_-_2023_RW01,Annual_country_reports_-_Rwanda_-_2023_RW01.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Rwanda_-_2023_RW01.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Rwanda_-_2023_RW01.pdf,78,198126
Annual_country_reports_-_Nigeria_-_2023_NG01,Annual_country_reports_-_Nigeria_-_2023_NG01.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Nigeria_-_2023_NG01.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Nigeria_-_2023_NG01.pdf,72,148937
Special_Report_2024_FAO_WFP_Crop_and_Food_Security,Special_Report_2024_FAO_WFP_Crop_and_Food_Security.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Special_Report_2024_FAO_WFP_Crop_and_Food_Security.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Special_Report_2024_FAO_WFP_Crop_and_Food_Security.pdf,86,218149
Food_Security_Impact_of_Reduction_in_WFP_Funding,Food_Security_Impact_of_Reduction_in_WFP_Funding.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Food_Security_Impact_of_Reduction_in_WFP_Funding.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Food_Security_Impact_of_Reduction_in_WFP_Funding.pdf,3,6873
Annual_country_reports_-_Sierra_Leone_-_2023_SL02,Annual_country_reports_-_Sierra_Leone_-_2023_SL02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Sierra_Leone_-_2023_SL02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Sierra_Leone_-_2023_SL02.pdf,64,135281
Caribbean_Food_Security_and_Livelihoods_Survey_Reg,Caribbean_Food_Security_and_Livelihoods_Survey_Reg.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Caribbean_Food_Security_and_Livelihoods_Survey_Reg.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Caribbean_Food_Security_and_Livelihoods_Survey_Reg.pdf,40,91516
Annual_country_reports_-_Sierra_Leone_-_2024_SL02,Annual_country_reports_-_Sierra_Leone_-_2024_SL02.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Sierra_Leone_-_2024_SL02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/Annual_country_reports_-_Sierra_Leone_-_2024_SL02.pdf,70,141873
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint.pdf,Analyses_and_assessments,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Analyses_and_assessments/.ipynb_checkpoints/Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint.pdf,71,162752
Infrastructure_in_emergencies,Infrastructure_in_emergencies.pdf,Engineering_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Infrastructure_in_emergencies.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Engineering_services/Infrastructure_in_emergencies.pdf,2,3419
2023_WFP_Engineering_two_pager,2023_WFP_Engineering_two_pager.pdf,Engineering_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2023_WFP_Engineering_two_pager.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Engineering_services/2023_WFP_Engineering_two_pager.pdf,2,968
WFP_Engineering_Service_catalogue,WFP_Engineering_Service_catalogue.pdf,Engineering_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Engineering_Service_catalogue.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Engineering_services/WFP_Engineering_Service_catalogue.pdf,60,38934
WFP_SUPPORT_TO_THE_GOVERNMENT_OF_UGANDA_COVID_19_R,WFP_SUPPORT_TO_THE_GOVERNMENT_OF_UGANDA_COVID_19_R.pdf,Engineering_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_SUPPORT_TO_THE_GOVERNMENT_OF_UGANDA_COVID_19_R.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Engineering_services/WFP_SUPPORT_TO_THE_GOVERNMENT_OF_UGANDA_COVID_19_R.pdf,1,2907
Evaluation_of_WFP_s_Environmental_Policy,Evaluation_of_WFP_s_Environmental_Policy.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Evaluation_of_WFP_s_Environmental_Policy.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/Evaluation_of_WFP_s_Environmental_Policy.pdf,82,252352
Evaluation_synthesis_on_WFP_s_engagement_in_UN_hum,Evaluation_synthesis_on_WFP_s_engagement_in_UN_hum.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Evaluation_synthesis_on_WFP_s_engagement_in_UN_hum.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/Evaluation_synthesis_on_WFP_s_engagement_in_UN_hum.pdf,18,37719
Evaluation_of_WFP_s_Emergency_Preparedness_Policy_,Evaluation_of_WFP_s_Emergency_Preparedness_Policy_.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Evaluation_of_WFP_s_Emergency_Preparedness_Policy_.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/Evaluation_of_WFP_s_Emergency_Preparedness_Policy_.pdf,87,291895
Emergency_Preparedness_and_Response_in_Madagascar,Emergency_Preparedness_and_Response_in_Madagascar.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Emergency_Preparedness_and_Response_in_Madagascar.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/Emergency_Preparedness_and_Response_in_Madagascar.pdf,3,7955
End_of_Project_Report_HS3_Strengthening_public_hea,End_of_Project_Report_HS3_Strengthening_public_hea.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/End_of_Project_Report_HS3_Strengthening_public_hea.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/End_of_Project_Report_HS3_Strengthening_public_hea.pdf,8,14550
2024_A_Year_in_Review_Pathways_to_Change,2024_A_Year_in_Review_Pathways_to_Change.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2024_A_Year_in_Review_Pathways_to_Change.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/2024_A_Year_in_Review_Pathways_to_Change.pdf,13,18219
Investing_in_Ukraine_s_economy_and_food_systems_fa,Investing_in_Ukraine_s_economy_and_food_systems_fa.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Investing_in_Ukraine_s_economy_and_food_systems_fa.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/Investing_in_Ukraine_s_economy_and_food_systems_fa.pdf,2,4564
2024_Procurement_Infographics,2024_Procurement_Infographics.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2024_Procurement_Infographics.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/2024_Procurement_Infographics.pdf,1,1317
Regional_Office_for_Eastern_and_Southern_Africa_No,Regional_Office_for_Eastern_and_Southern_Africa_No.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Regional_Office_for_Eastern_and_Southern_Africa_No.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/Regional_Office_for_Eastern_and_Southern_Africa_No.pdf,56,64565
UNHAS_Annual_Review_2024_Facilitating_global_human,UNHAS_Annual_Review_2024_Facilitating_global_human.pdf,Supply_chain,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/UNHAS_Annual_Review_2024_Facilitating_global_human.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Supply_chain/UNHAS_Annual_Review_2024_Facilitating_global_human.pdf,110,128001
Social_and_Behaviour_Change_Communication_Pre_Post,Social_and_Behaviour_Change_Communication_Pre_Post.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Social_and_Behaviour_Change_Communication_Pre_Post.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/Social_and_Behaviour_Change_Communication_Pre_Post.pdf,28,49085
School_Meals_Programme_in_Madagascar,School_Meals_Programme_in_Madagascar.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/School_Meals_Programme_in_Madagascar.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/School_Meals_Programme_in_Madagascar.pdf,2,6370
WFP_Eastern_Africa_2021_Regional_Achievements_Outl,WFP_Eastern_Africa_2021_Regional_Achievements_Outl.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Eastern_Africa_2021_Regional_Achievements_Outl.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/WFP_Eastern_Africa_2021_Regional_Achievements_Outl.pdf,92,205673
School_Nutrition_Education_Material_for_Teachers_P,School_Nutrition_Education_Material_for_Teachers_P.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/School_Nutrition_Education_Material_for_Teachers_P.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/School_Nutrition_Education_Material_for_Teachers_P.pdf,28,16176
WFP_Lebanon_Supply_Chain_Factsheet_July_2022,WFP_Lebanon_Supply_Chain_Factsheet_July_2022.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Lebanon_Supply_Chain_Factsheet_July_2022.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/WFP_Lebanon_Supply_Chain_Factsheet_July_2022.pdf,2,4871
Nutrition_Snapshot_2024,Nutrition_Snapshot_2024.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Nutrition_Snapshot_2024.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/Nutrition_Snapshot_2024.pdf,4,8288
Hurricane_Beryl_Jamaica_Cash_Assistance_Report_Aug,Hurricane_Beryl_Jamaica_Cash_Assistance_Report_Aug.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Hurricane_Beryl_Jamaica_Cash_Assistance_Report_Aug.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/Hurricane_Beryl_Jamaica_Cash_Assistance_Report_Aug.pdf,34,62616
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar.pdf,3,7904
Clean_cooking_solutions_in_Malawi,Clean_cooking_solutions_in_Malawi.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Clean_cooking_solutions_in_Malawi.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/Clean_cooking_solutions_in_Malawi.pdf,5,13803
WFP_Regional_Bureau_for_Eastern_Africa_Food_Safety,WFP_Regional_Bureau_for_Eastern_Africa_Food_Safety.pdf,Food_safety_and_quality,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Regional_Bureau_for_Eastern_Africa_Food_Safety.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_safety_and_quality/WFP_Regional_Bureau_for_Eastern_Africa_Food_Safety.pdf,5,9915
Environmental_and_social_impact_assessment_report_,Environmental_and_social_impact_assessment_report_.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Environmental_and_social_impact_assessment_report_.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/Environmental_and_social_impact_assessment_report_.pdf,111,257532
WFP_s_Environmental_Plan_of_Action_2030,WFP_s_Environmental_Plan_of_Action_2030.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_Environmental_Plan_of_Action_2030.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/WFP_s_Environmental_Plan_of_Action_2030.pdf,60,101900
Myanmar_Community_Resilience_Project_Environmental,Myanmar_Community_Resilience_Project_Environmental.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Myanmar_Community_Resilience_Project_Environmental.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/Myanmar_Community_Resilience_Project_Environmental.pdf,43,121843
Myanmar_Community_Support_Project_Environmental_an,Myanmar_Community_Support_Project_Environmental_an.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Myanmar_Community_Support_Project_Environmental_an.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/Myanmar_Community_Support_Project_Environmental_an.pdf,49,131403
The_future_of_food_systems_in_the_Amazon,The_future_of_food_systems_in_the_Amazon.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/The_future_of_food_systems_in_the_Amazon.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/The_future_of_food_systems_in_the_Amazon.pdf,50,100156
Integrated_resilience_approach_in_Madagascar,Integrated_resilience_approach_in_Madagascar.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Integrated_resilience_approach_in_Madagascar.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/Integrated_resilience_approach_in_Madagascar.pdf,2,5187
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,Nutrition_Barrier_Analysis_Qualitative_Study_Repor.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Nutrition_Barrier_Analysis_Qualitative_Study_Repor.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/Nutrition_Barrier_Analysis_Qualitative_Study_Repor.pdf,38,89600
WFP_Health_Emergency_Response_Project_Afghanistan,WFP_Health_Emergency_Response_Project_Afghanistan.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Health_Emergency_Response_Project_Afghanistan.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/WFP_Health_Emergency_Response_Project_Afghanistan.pdf,129,312120
Strengthening_Government_Institutions_for_Inclusiv,Strengthening_Government_Institutions_for_Inclusiv.pdf,Environmental_and_social_sustainability,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Strengthening_Government_Institutions_for_Inclusiv.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Environmental_and_social_sustainability/Strengthening_Government_Institutions_for_Inclusiv.pdf,2,4680
WFP_Nutrition_and_HIV_in_Numbers_2024_An_overview_,WFP_Nutrition_and_HIV_in_Numbers_2024_An_overview_.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Nutrition_and_HIV_in_Numbers_2024_An_overview_.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/WFP_Nutrition_and_HIV_in_Numbers_2024_An_overview_.pdf,31,61544
Annual_country_reports_-_Benin_-_2023_BJ02,Annual_country_reports_-_Benin_-_2023_BJ02.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Benin_-_2023_BJ02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_Benin_-_2023_BJ02.pdf,67,146411
Annual_country_reports_-_China_-_2023_CN02,Annual_country_reports_-_China_-_2023_CN02.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_China_-_2023_CN02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_China_-_2023_CN02.pdf,38,75146
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03.pdf,58,121730
Annual_country_reports_-_Burundi_-_2023_BI02,Annual_country_reports_-_Burundi_-_2023_BI02.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Burundi_-_2023_BI02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_Burundi_-_2023_BI02.pdf,102,223677
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03.pdf,55,102462
Annual_country_reports_-_Algeria_-_2020_DZ02,Annual_country_reports_-_Algeria_-_2020_DZ02.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Algeria_-_2020_DZ02.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_Algeria_-_2020_DZ02.pdf,45,89821
Annual_country_reports_-_Burundi_-_2024_BI03,Annual_country_reports_-_Burundi_-_2024_BI03.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Burundi_-_2024_BI03.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_Burundi_-_2024_BI03.pdf,115,255616
Annual_Country_Reports_Cameroon,Annual_Country_Reports_Cameroon.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_Country_Reports_Cameroon.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_Country_Reports_Cameroon.pdf,8,9492
Annual_country_reports_-_Benin_-_2024_BJ03,Annual_country_reports_-_Benin_-_2024_BJ03.pdf,Monitoring_evaluation_and_learning,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_country_reports_-_Benin_-_2024_BJ03.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Monitoring_evaluation_and_learning/Annual_country_reports_-_Benin_-_2024_BJ03.pdf,59,145357
