report_id,topic_rank,topic,similarity
Joint_Report_on_Dual_Currency_Disbursement_UNHCR_W,4,Food_Assistance_for_Assets,0.5072
Joint_Report_on_Dual_Currency_Disbursement_UNHCR_W,5,Food_safety_and_quality,0.4871
Joint_Report_on_Dual_Currency_Disbursement_UNHCR_W,6,Cash_transfers,0.4621
Joint_Report_on_Dual_Currency_Disbursement_UNHCR_W,7,Emergency_Preparedness_and_Response,0.4417
Joint_Report_on_Dual_Currency_Disbursement_UNHCR_W,8,Humanitarian_Support_and_Services,0.4405
Joint_Report_on_Dual_Currency_Disbursement_UNHCR_W,9,Food_Security_Cluster,0.4257
Joint_Report_on_Dual_Currency_Disbursement_UNHCR_W,10,Analyses_and_assessments,0.4032
Kenya_USDA_supported_Local_and_Regional_Procuremen,1,Procurement,0.7539
Kenya_USDA_supported_Local_and_Regional_Procuremen,2,School_meals,0.706
Kenya_USDA_supported_Local_and_Regional_Procuremen,3,Analyses_and_assessments,0.637
Kenya_USDA_supported_Local_and_Regional_Procuremen,4,Smallholder_agricultural_market_support,0.6366
Kenya_USDA_supported_Local_and_Regional_Procuremen,5,Sustainable_development_goals,0.6286
Kenya_USDA_supported_Local_and_Regional_Procuremen,6,Food_safety_and_quality,0.6279
Kenya_USDA_supported_Local_and_Regional_Procuremen,7,Nutrition,0.6228
Kenya_USDA_supported_Local_and_Regional_Procuremen,8,Country_Capacity_Strengthening,0.621
Kenya_USDA_supported_Local_and_Regional_Procuremen,9,Gender_equality,0.6118
Kenya_USDA_supported_Local_and_Regional_Procuremen,10,Humanitarian_Support_and_Services,0.6003
Knowledge_Management_Strategy_Regional_Bureau_Nair,1,Country_Capacity_Strengthening,0.8002
Knowledge_Management_Strategy_Regional_Bureau_Nair,2,Country_strategic_planning,0.6429
Knowledge_Management_Strategy_Regional_Bureau_Nair,3,Partnerships,0.6112
Knowledge_Management_Strategy_Regional_Bureau_Nair,4,Governance_and_leadership,0.5453
Knowledge_Management_Strategy_Regional_Bureau_Nair,5,Corporate_strategy,0.5394
Knowledge_Management_Strategy_Regional_Bureau_Nair,6,Innovation,0.5369
Knowledge_Management_Strategy_Regional_Bureau_Nair,7,Procurement,0.5299
Knowledge_Management_Strategy_Regional_Bureau_Nair,8,Sustainable_development_goals,0.5204
Knowledge_Management_Strategy_Regional_Bureau_Nair,9,The_R4_Rural_Resilience_Initiative,0.498
Knowledge_Management_Strategy_Regional_Bureau_Nair,10,Centre_of_Excellence,0.4904
Labour_Management_Procedures,1,Funding_and_donors,0.5731
Labour_Management_Procedures,2,Cash_transfers,0.5582
Labour_Management_Procedures,3,Humanitarian_Support_and_Services,0.515
Labour_Management_Procedures,4,Analyses_and_assessments,0.5102
Labour_Management_Procedures,5,Conflicts,0.5037
Labour_Management_Procedures,6,Social_Protection_and_Safety_Nets,0.446
Labour_Management_Procedures,7,Procurement,0.4306
Labour_Management_Procedures,8,Partnerships,0.4108
Labour_Management_Procedures,9,Smallholder_agricultural_market_support,0.4094
Labour_Management_Procedures,10,UN_Humanitarian_Air_Service,0.4045
Lesotho_Improving_adaptive_capacity_of_vulnerable_,1,Food_security_analysis,0.6202
Lesotho_Improving_adaptive_capacity_of_vulnerable_,2,Seasonal_and_agricultural_monitoring,0.6119
Lesotho_Improving_adaptive_capacity_of_vulnerable_,3,Analyses_and_assessments,0.611
Lesotho_Improving_adaptive_capacity_of_vulnerable_,4,The_R4_Rural_Resilience_Initiative,0.6097
Lesotho_Improving_adaptive_capacity_of_vulnerable_,5,Climate_change_adaptation,0.5979
Lesotho_Improving_adaptive_capacity_of_vulnerable_,6,Independent_evaluation,0.5923
Lesotho_Improving_adaptive_capacity_of_vulnerable_,7,Gender_equality,0.5917
Lesotho_Improving_adaptive_capacity_of_vulnerable_,8,Environmental_and_social_sustainability,0.5776
Lesotho_Improving_adaptive_capacity_of_vulnerable_,9,Resilience_building,0.569
Lesotho_Improving_adaptive_capacity_of_vulnerable_,10,Climate_services,0.5586
Lessons_from_Peru_Strengthening_linkages_between_s,1,Nutrition,0.5175
Lessons_from_Peru_Strengthening_linkages_between_s,2,School_meals,0.5168
Lessons_from_Peru_Strengthening_linkages_between_s,3,Country_Capacity_Strengthening,0.5159
Lessons_from_Peru_Strengthening_linkages_between_s,4,Food_security_analysis,0.5105
Lessons_from_Peru_Strengthening_linkages_between_s,5,Procurement,0.5013
Lessons_from_Peru_Strengthening_linkages_between_s,6,Food_fortification,0.4863
Lessons_from_Peru_Strengthening_linkages_between_s,7,Energy_for_food_security,0.486
Lessons_from_Peru_Strengthening_linkages_between_s,8,Food_Assistance,0.4757
Lessons_from_Peru_Strengthening_linkages_between_s,9,Food_safety_and_quality,0.462
Lessons_from_Peru_Strengthening_linkages_between_s,10,Specialized_nutritious_food,0.4617
Libya_Evaluation_of_livelihoods_and_school_feeding,1,Funding_and_donors,0.6554
Libya_Evaluation_of_livelihoods_and_school_feeding,2,Cash_transfers,0.6455
Libya_Evaluation_of_livelihoods_and_school_feeding,3,Sustainable_livelihoods_and_ecosystems,0.644
Libya_Evaluation_of_livelihoods_and_school_feeding,4,Partnerships,0.6398
Libya_Evaluation_of_livelihoods_and_school_feeding,5,Smallholder_agricultural_market_support,0.6312
Libya_Evaluation_of_livelihoods_and_school_feeding,6,School_meals,0.6275
Libya_Evaluation_of_livelihoods_and_school_feeding,7,Gender_equality,0.6234
Libya_Evaluation_of_livelihoods_and_school_feeding,8,UN_agencies_and_international_institutions,0.6158
Libya_Evaluation_of_livelihoods_and_school_feeding,9,Humanitarian_Support_and_Services,0.6092
Libya_Evaluation_of_livelihoods_and_school_feeding,10,Resilience_programming,0.6011
Linking_Anticipatory_Action_and_Social_Protection_,1,Food_security_analysis,0.719
Linking_Anticipatory_Action_and_Social_Protection_,2,Food_Security_Cluster,0.5868
Linking_Anticipatory_Action_and_Social_Protection_,3,Partnerships,0.5428
Linking_Anticipatory_Action_and_Social_Protection_,4,Energy_for_food_security,0.5354
Linking_Anticipatory_Action_and_Social_Protection_,5,Humanitarian_Support_and_Services,0.5197
Linking_Anticipatory_Action_and_Social_Protection_,6,Cash_transfers,0.518
Linking_Anticipatory_Action_and_Social_Protection_,7,The_R4_Rural_Resilience_Initiative,0.4963
Linking_Anticipatory_Action_and_Social_Protection_,8,Food_safety_and_quality,0.4941
Linking_Anticipatory_Action_and_Social_Protection_,9,Social_Protection_and_Safety_Nets,0.489
Linking_Anticipatory_Action_and_Social_Protection_,10,Emergency_Preparedness_and_Response,0.4848
Macro_level_Disaster_Risk_Financing_for_vulnerable,1,Humanitarian_Support_and_Services,0.6197
Macro_level_Disaster_Risk_Financing_for_vulnerable,2,Climate_risk_management_insurance_and_financing,0.5361
Macro_level_Disaster_Risk_Financing_for_vulnerable,3,Sustainable_livelihoods_and_ecosystems,0.5105
Macro_level_Disaster_Risk_Financing_for_vulnerable,4,Climate_change_adaptation,0.4997
Macro_level_Disaster_Risk_Financing_for_vulnerable,5,Climate_action,0.4988
Macro_level_Disaster_Risk_Financing_for_vulnerable,6,Emergency_Preparedness_and_Response,0.4881
Macro_level_Disaster_Risk_Financing_for_vulnerable,7,The_R4_Rural_Resilience_Initiative,0.4836
Macro_level_Disaster_Risk_Financing_for_vulnerable,8,Resilience_building,0.4614
Macro_level_Disaster_Risk_Financing_for_vulnerable,9,UN_Humanitarian_Air_Service,0.4478
Macro_level_Disaster_Risk_Financing_for_vulnerable,10,Funding_and_donors,0.4393
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,1,Country_strategic_planning,0.6836
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,2,The_R4_Rural_Resilience_Initiative,0.6118
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,3,Smallholder_agricultural_market_support,0.5337
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,4,Emergency_Preparedness_and_Response,0.5108
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,5,Sustainable_livelihoods_and_ecosystems,0.5092
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,6,Resilience_building,0.5018
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,7,Seasonal_and_agricultural_monitoring,0.5006
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,8,Climate_change_adaptation,0.4698
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,9,Nutrition,0.4559
Madagascar_Country_Strategic_Plan_2024_2028_Factsh,10,Energy_for_food_security,0.4535
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,1,School_meals,0.713
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,2,Smallholder_agricultural_market_support,0.6896
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,3,Analyses_and_assessments,0.611
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,4,Partnerships,0.5968
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,5,Independent_evaluation,0.5837
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,6,Monitoring_evaluation_and_learning,0.5701
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,7,Funding_and_donors,0.5511
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,8,Food_Assistance_for_Assets,0.5448
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,9,Nutrition,0.5312
Malawi_Evaluation_of_Tsogolo_la_Thanzi_Healthy_Fut,10,Gender_equality,0.5258
Malawi_Integrated_risk_management_and_climate_serv,1,Sustainable_development_goals,0.7169
Malawi_Integrated_risk_management_and_climate_serv,2,Sustainable_livelihoods_and_ecosystems,0.7128
Malawi_Integrated_risk_management_and_climate_serv,3,Food_security_analysis,0.6488
Malawi_Integrated_risk_management_and_climate_serv,4,The_R4_Rural_Resilience_Initiative,0.6001
Malawi_Integrated_risk_management_and_climate_serv,5,Climate_change_adaptation,0.5988
Malawi_Integrated_risk_management_and_climate_serv,6,Smallholder_agricultural_market_support,0.5979
Malawi_Integrated_risk_management_and_climate_serv,7,Climate_risk_management_insurance_and_financing,0.597
Malawi_Integrated_risk_management_and_climate_serv,8,Analyses_and_assessments,0.5934
Malawi_Integrated_risk_management_and_climate_serv,9,Independent_evaluation,0.5862
Malawi_Integrated_risk_management_and_climate_serv,10,Country_strategic_planning,0.5576
Managing_the_Supply_Chain_of_Specialized_Nutritiou,1,Food_safety_and_quality,0.8686
Managing_the_Supply_Chain_of_Specialized_Nutritiou,2,Procurement,0.6902
Managing_the_Supply_Chain_of_Specialized_Nutritiou,3,Supply_chain,0.6553
Managing_the_Supply_Chain_of_Specialized_Nutritiou,4,Nutrition,0.6445
Managing_the_Supply_Chain_of_Specialized_Nutritiou,5,Food_security_analysis,0.6442
Managing_the_Supply_Chain_of_Specialized_Nutritiou,6,Specialized_nutritious_food,0.6329
Managing_the_Supply_Chain_of_Specialized_Nutritiou,7,Monitoring_evaluation_and_learning,0.61
Managing_the_Supply_Chain_of_Specialized_Nutritiou,8,School_meals,0.5952
Managing_the_Supply_Chain_of_Specialized_Nutritiou,9,Partnerships,0.5925
Managing_the_Supply_Chain_of_Specialized_Nutritiou,10,HIV_and_tuberculosis,0.5867
March_2024_Country_Strategic_Plan_2024_2028_summar,1,Country_strategic_planning,0.5647
March_2024_Country_Strategic_Plan_2024_2028_summar,2,Food_Assistance,0.5315
March_2024_Country_Strategic_Plan_2024_2028_summar,3,Food_Assistance_for_Assets,0.5145
March_2024_Country_Strategic_Plan_2024_2028_summar,4,Sustainable_development_goals,0.5111
March_2024_Country_Strategic_Plan_2024_2028_summar,5,Nutrition,0.4829
March_2024_Country_Strategic_Plan_2024_2028_summar,6,Energy_for_food_security,0.4656
March_2024_Country_Strategic_Plan_2024_2028_summar,7,Food_safety_and_quality,0.4414
March_2024_Country_Strategic_Plan_2024_2028_summar,8,Food_security_analysis,0.4411
March_2024_Country_Strategic_Plan_2024_2028_summar,9,Food_fortification,0.4221
March_2024_Country_Strategic_Plan_2024_2028_summar,10,The_R4_Rural_Resilience_Initiative,0.4196
March_2024_Informing_national_school_feeding_and_n,1,Nutrition,0.5518
March_2024_Informing_national_school_feeding_and_n,2,Specialized_nutritious_food,0.4887
March_2024_Informing_national_school_feeding_and_n,3,School_meals,0.4872
March_2024_Informing_national_school_feeding_and_n,4,Food_Assistance,0.4028
March_2024_Informing_national_school_feeding_and_n,5,Food_safety_and_quality,0.3989
March_2024_Informing_national_school_feeding_and_n,6,Food_fortification,0.3981
March_2024_Informing_national_school_feeding_and_n,7,In_kind_food_distribution,0.3789
March_2024_Informing_national_school_feeding_and_n,8,Food_security_analysis,0.3785
March_2024_Informing_national_school_feeding_and_n,9,Food_systems,0.3753
March_2024_Informing_national_school_feeding_and_n,10,Energy_for_food_security,0.3531
March_2024_Strengthening_supply_chain_capacity_in_,1,Smallholder_agricultural_market_support,0.6231
March_2024_Strengthening_supply_chain_capacity_in_,2,Supply_chain,0.5143
March_2024_Strengthening_supply_chain_capacity_in_,3,Logistics_and_delivery_networks,0.4842
March_2024_Strengthening_supply_chain_capacity_in_,4,Humanitarian_Support_and_Services,0.4829
March_2024_Strengthening_supply_chain_capacity_in_,5,Emergency_Preparedness_and_Response,0.4583
March_2024_Strengthening_supply_chain_capacity_in_,6,Country_Capacity_Strengthening,0.4357
March_2024_Strengthening_supply_chain_capacity_in_,7,The_R4_Rural_Resilience_Initiative,0.4303
March_2024_Strengthening_supply_chain_capacity_in_,8,Sustainable_livelihoods_and_ecosystems,0.4292
March_2024_Strengthening_supply_chain_capacity_in_,9,UN_Humanitarian_Air_Service,0.4253
March_2024_Strengthening_supply_chain_capacity_in_,10,Food_Assistance,0.4145
March_2024_Using_social_behaviour_change_to_promot,1,Food_safety_and_quality,0.5519
March_2024_Using_social_behaviour_change_to_promot,2,Nutrition,0.5196
March_2024_Using_social_behaviour_change_to_promot,3,Specialized_nutritious_food,0.5068
March_2024_Using_social_behaviour_change_to_promot,4,Food_Assistance,0.4613
March_2024_Using_social_behaviour_change_to_promot,5,In_kind_food_distribution,0.4448
March_2024_Using_social_behaviour_change_to_promot,6,Food_security_analysis,0.4111
March_2024_Using_social_behaviour_change_to_promot,7,Food_Assistance_for_Assets,0.3935
March_2024_Using_social_behaviour_change_to_promot,8,Food_fortification,0.3928
March_2024_Using_social_behaviour_change_to_promot,9,Food_systems,0.3911
March_2024_Using_social_behaviour_change_to_promot,10,Energy_for_food_security,0.3906
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,1,Specialized_nutritious_food,0.4849
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,2,Nutrition,0.4749
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,3,In_kind_food_distribution,0.4108
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,4,Food_security_analysis,0.3638
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,5,Energy_for_food_security,0.3601
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,6,Food_safety_and_quality,0.3514
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,7,Food_fortification,0.3371
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,8,Food_systems,0.328
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,9,Country_Capacity_Strengthening,0.3066
Market_Price_Monitoring_Bulletin_WFP_Armenia_2024_,10,Sustainable_livelihoods_and_ecosystems,0.3037
Maximizing_Digital_Payments_for_Social_Protection_,1,Cash_transfers,0.6217
Maximizing_Digital_Payments_for_Social_Protection_,2,Humanitarian_Support_and_Services,0.5562
Maximizing_Digital_Payments_for_Social_Protection_,3,Social_Protection_and_Safety_Nets,0.5359
Maximizing_Digital_Payments_for_Social_Protection_,4,Food_Assistance,0.5133
Maximizing_Digital_Payments_for_Social_Protection_,5,Sustainable_livelihoods_and_ecosystems,0.5107
Maximizing_Digital_Payments_for_Social_Protection_,6,Funding_and_donors,0.5001
Maximizing_Digital_Payments_for_Social_Protection_,7,The_R4_Rural_Resilience_Initiative,0.4977
Maximizing_Digital_Payments_for_Social_Protection_,8,Food_Assistance_for_Assets,0.4842
Maximizing_Digital_Payments_for_Social_Protection_,9,Climate_risk_management_insurance_and_financing,0.48
Maximizing_Digital_Payments_for_Social_Protection_,10,Resilience_building,0.479
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,1,Country_Capacity_Strengthening,0.7367
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,2,Partnerships,0.7099
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,3,Private_sector,0.6195
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,4,Innovation,0.6168
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,5,Gender_equality,0.6006
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,6,Environmental_and_social_sustainability,0.5937
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,7,Funding_and_donors,0.5667
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,8,Corporate_strategy,0.5519
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,9,Analyses_and_assessments,0.5309
Mid_term_Evaluation_of_WFP_s_Private_Sector_Partne,10,Zero_Hunger,0.5215
Myanmar_Community_Resilience_Project_Environmental,1,Food_safety_and_quality,0.7297
Myanmar_Community_Resilience_Project_Environmental,2,Climate_change_adaptation,0.6353
Myanmar_Community_Resilience_Project_Environmental,3,Partnerships,0.6197
Myanmar_Community_Resilience_Project_Environmental,4,Emergency_Preparedness_and_Response,0.6042
Myanmar_Community_Resilience_Project_Environmental,5,Food_security_analysis,0.5941
Myanmar_Community_Resilience_Project_Environmental,6,Zero_Hunger,0.589
Myanmar_Community_Resilience_Project_Environmental,7,Sustainable_livelihoods_and_ecosystems,0.5795
Myanmar_Community_Resilience_Project_Environmental,8,Resilience_building,0.5792
Myanmar_Community_Resilience_Project_Environmental,9,The_R4_Rural_Resilience_Initiative,0.578
Myanmar_Community_Resilience_Project_Environmental,10,Gender_equality,0.5657
Myanmar_Community_Support_Project_Environmental_an,1,Food_safety_and_quality,0.6562
Myanmar_Community_Support_Project_Environmental_an,2,Climate_change_adaptation,0.6353
Myanmar_Community_Support_Project_Environmental_an,3,Partnerships,0.6197
Myanmar_Community_Support_Project_Environmental_an,4,Sustainable_development_goals,0.6078
Myanmar_Community_Support_Project_Environmental_an,5,Resilience_building,0.5943
Myanmar_Community_Support_Project_Environmental_an,6,Food_security_analysis,0.5799
Myanmar_Community_Support_Project_Environmental_an,7,The_R4_Rural_Resilience_Initiative,0.5767
Myanmar_Community_Support_Project_Environmental_an,8,Gender_equality,0.5657
Myanmar_Community_Support_Project_Environmental_an,9,Sustainable_livelihoods_and_ecosystems,0.5546
Myanmar_Community_Support_Project_Environmental_an,10,Procurement,0.5471
Myanmar_Community_Support_Project_Stakeholder_Enga,1,Emergency_relief,0.6476
Myanmar_Community_Support_Project_Stakeholder_Enga,2,Partnerships,0.5728
Myanmar_Community_Support_Project_Stakeholder_Enga,3,Food_security_analysis,0.5419
Myanmar_Community_Support_Project_Stakeholder_Enga,4,The_R4_Rural_Resilience_Initiative,0.5345
Myanmar_Community_Support_Project_Stakeholder_Enga,5,Environmental_and_social_sustainability,0.5285
Myanmar_Community_Support_Project_Stakeholder_Enga,6,Emergencies,0.5236
Myanmar_Community_Support_Project_Stakeholder_Enga,7,Resilience_programming,0.518
Myanmar_Community_Support_Project_Stakeholder_Enga,8,Food_Assistance,0.5165
Myanmar_Community_Support_Project_Stakeholder_Enga,9,Nutrition,0.5085
Myanmar_Community_Support_Project_Stakeholder_Enga,10,Analyses_and_assessments,0.5078
NUTRITION_ET_VIH_Manuel_du_formateur,1,HIV_and_tuberculosis,0.3451
NUTRITION_ET_VIH_Manuel_du_formateur,2,Nutrition,0.2415
NUTRITION_ET_VIH_Manuel_du_formateur,3,Emergency_relief,0.2262
NUTRITION_ET_VIH_Manuel_du_formateur,4,Food_security_analysis,0.2247
NUTRITION_ET_VIH_Manuel_du_formateur,5,Rome_based_agencies,0.2216
NUTRITION_ET_VIH_Manuel_du_formateur,6,Anticipatory_Action,0.2174
NUTRITION_ET_VIH_Manuel_du_formateur,7,Monitoring_evaluation_and_learning,0.2127
NUTRITION_ET_VIH_Manuel_du_formateur,8,Emergency_Preparedness_and_Response,0.2118
NUTRITION_ET_VIH_Manuel_du_formateur,9,Food_fortification,0.2065
NUTRITION_ET_VIH_Manuel_du_formateur,10,Food_safety_and_quality,0.2065
Nepal_Anticipatory_Action_Impact_evaluation,1,Cash_transfers,0.6412
Nepal_Anticipatory_Action_Impact_evaluation,2,Food_security_analysis,0.6109
Nepal_Anticipatory_Action_Impact_evaluation,3,The_R4_Rural_Resilience_Initiative,0.5766
Nepal_Anticipatory_Action_Impact_evaluation,4,Analyses_and_assessments,0.5735
Nepal_Anticipatory_Action_Impact_evaluation,5,Monitoring_evaluation_and_learning,0.5549
Nepal_Anticipatory_Action_Impact_evaluation,6,Humanitarian_Support_and_Services,0.5496
Nepal_Anticipatory_Action_Impact_evaluation,7,School_meals,0.5496
Nepal_Anticipatory_Action_Impact_evaluation,8,Resilience_building,0.5453
Nepal_Anticipatory_Action_Impact_evaluation,9,Nutrition,0.5356
Nepal_Anticipatory_Action_Impact_evaluation,10,Food_fortification,0.531
Nepal_COVID_19_Economic_Vulnerability_Index,1,Country_Capacity_Strengthening,0.5809
Nepal_COVID_19_Economic_Vulnerability_Index,2,Food_security_analysis,0.5226
Nepal_COVID_19_Economic_Vulnerability_Index,3,The_R4_Rural_Resilience_Initiative,0.4882
Nepal_COVID_19_Economic_Vulnerability_Index,4,Energy_for_food_security,0.4716
Nepal_COVID_19_Economic_Vulnerability_Index,5,Emergencies,0.4683
Nepal_COVID_19_Economic_Vulnerability_Index,6,Emergency_Preparedness_and_Response,0.4662
Nepal_COVID_19_Economic_Vulnerability_Index,7,Resilience_building,0.4643
Nepal_COVID_19_Economic_Vulnerability_Index,8,Food_safety_and_quality,0.4618
Nepal_COVID_19_Economic_Vulnerability_Index,9,In_kind_food_distribution,0.4476
Nepal_COVID_19_Economic_Vulnerability_Index,10,Analyses_and_assessments,0.4433
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,1,Resilience_programming,0.663
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,2,Resilience_building,0.6523
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,3,Food_security_analysis,0.6518
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,4,Cash_transfers,0.6495
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,5,The_R4_Rural_Resilience_Initiative,0.6478
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,6,School_meals,0.6354
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,7,Programme_design,0.5811
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,8,Sustainable_livelihoods_and_ecosystems,0.5731
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,9,Energy_for_food_security,0.57
Niger_Resilience_Learning_in_the_Sahel_Impact_eval,10,Food_Assistance_for_Assets,0.5614
Niger_valuation_d_impact_du_projet_Partenariat_UNI,1,Smallholder_agricultural_market_support,0.5319
Niger_valuation_d_impact_du_projet_Partenariat_UNI,2,Food_Assistance_for_Assets,0.5129
Niger_valuation_d_impact_du_projet_Partenariat_UNI,3,The_R4_Rural_Resilience_Initiative,0.4975
Niger_valuation_d_impact_du_projet_Partenariat_UNI,4,Resilience_building,0.4704
Niger_valuation_d_impact_du_projet_Partenariat_UNI,5,Humanitarian_Support_and_Services,0.467
Niger_valuation_d_impact_du_projet_Partenariat_UNI,6,Food_Assistance,0.4614
Niger_valuation_d_impact_du_projet_Partenariat_UNI,7,Sustainable_livelihoods_and_ecosystems,0.4572
Niger_valuation_d_impact_du_projet_Partenariat_UNI,8,Partnerships,0.4051
Niger_valuation_d_impact_du_projet_Partenariat_UNI,9,School_meals,0.395
Niger_valuation_d_impact_du_projet_Partenariat_UNI,10,Emergency_Preparedness_and_Response,0.3886
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,1,School_meals,0.5799
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,2,Specialized_nutritious_food,0.5589
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,3,Food_safety_and_quality,0.5587
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,4,Food_Assistance_for_Assets,0.5509
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,5,Food_security_analysis,0.5386
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,6,Nutrition,0.5241
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,7,Food_Assistance,0.5143
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,8,Energy_for_food_security,0.4882
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,9,In_kind_food_distribution,0.4708
Nutrition_Barrier_Analysis_Qualitative_Study_Repor,10,Food_fortification,0.4583
Nutrition_Snapshot_2024,1,Humanitarian_Support_and_Services,0.5646
Nutrition_Snapshot_2024,2,Nutrition,0.5266
Nutrition_Snapshot_2024,3,The_R4_Rural_Resilience_Initiative,0.4819
Nutrition_Snapshot_2024,4,Energy_for_food_security,0.4713
Nutrition_Snapshot_2024,5,Emergencies,0.468
Nutrition_Snapshot_2024,6,Food_Assistance,0.4652
Nutrition_Snapshot_2024,7,Food_safety_and_quality,0.4622
Nutrition_Snapshot_2024,8,Specialized_nutritious_food,0.456
Nutrition_Snapshot_2024,9,Food_security_analysis,0.4503
Nutrition_Snapshot_2024,10,Procurement,0.4428
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,1,School_meals,0.623
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,2,Nutrition,0.5457
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,3,Food_safety_and_quality,0.5406
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,4,Food_Assistance,0.5008
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,5,Specialized_nutritious_food,0.4562
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,6,Food_Assistance_for_Assets,0.4357
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,7,Food_systems,0.4345
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,8,Food_security_analysis,0.433
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,9,Food_fortification,0.4209
Nutrition_at_the_Heart_of_WFP_s_Work_in_Madagascar,10,Energy_for_food_security,0.4072
Palestine_Environmental_and_Social_Commitment_Plan,1,Monitoring,0.6123
Palestine_Environmental_and_Social_Commitment_Plan,2,Funding_and_donors,0.5359
Palestine_Environmental_and_Social_Commitment_Plan,3,Humanitarian_Support_and_Services,0.5235
Palestine_Environmental_and_Social_Commitment_Plan,4,Analyses_and_assessments,0.5087
Palestine_Environmental_and_Social_Commitment_Plan,5,Emergency_Preparedness_and_Response,0.4499
Palestine_Environmental_and_Social_Commitment_Plan,6,UN_Humanitarian_Air_Service,0.4332
Palestine_Environmental_and_Social_Commitment_Plan,7,Environmental_and_social_sustainability,0.4312
Palestine_Environmental_and_Social_Commitment_Plan,8,Procurement,0.4294
Palestine_Environmental_and_Social_Commitment_Plan,9,Food_Assistance_for_Assets,0.4293
Palestine_Environmental_and_Social_Commitment_Plan,10,Information_Technology_and_Telecommunications_in_Emergencies,0.4172
Palestine_Stakeholder_Engagement_Plan_SEP_for_Emer,1,Humanitarian_Support_and_Services,0.5539
Palestine_Stakeholder_Engagement_Plan_SEP_for_Emer,2,Social_Protection_and_Safety_Nets,0.5532
Palestine_Stakeholder_Engagement_Plan_SEP_for_Emer,3,Gender_equality,0.4675
